,Ortsname,Art,Tiere 2017,Einwohner 2017,Anteil 2017
12822,Attalens,Schweine,331,3353,10.13
12316,Wiler bei Utzenstorf,Schweine,330,925,2.8
12690,Cheiry,Schweine,330,388,1.18
13330,Oberentfelden,Schweine,325,7743,23.82
12680,Neuheim,Schweine,320,2219,6.93
13130,Steinach,Schweine,320,3568,11.15
13855,Provence,Schweine,320,390,1.22
12168,Reconvilier,Schweine,319,2347,7.36
13309,Splügen,Schweine,316,377,1.19
13267,Davos,Schweine,313,11060,35.34
12094,Bauma,Schweine,312,4909,15.73
12445,Zwieselberg,Schweine,310,319,1.03
13794,Grandcour,Schweine,309,889,2.88
12376,Oberthal,Schweine,308,727,2.36
12852,Biezwil,Schweine,306,340,1.11
12312,Willadingen,Schweine,305,206,0.68
12409,Riggisberg,Schweine,305,2456,8.05
12666,Stans,Schweine,305,8333,27.32
12637,Morschach,Schweine,304,1107,3.64
13297,Scharans,Schweine,303,818,2.7
13171,Uznach,Schweine,302,6340,20.99
13968,Montricher,Schweine,300,964,3.21
13009,Häfelfingen,Schweine,296,253,0.85
13508,Moosleerau,Schweine,295,903,3.06
13397,Remigen,Schweine,295,1069,3.62
14005,Saint-George,Schweine,295,992,3.36
12233,Tschugg,Schweine,295,440,1.49
13132,Untereggen,Schweine,293,1060,3.62
13999,Vullierens,Schweine,290,460,1.59
12053,Gossau (ZH),Schweine,288,9827,34.12
13377,Unterlunkhofen,Schweine,287,1355,4.72
12745,Pont-la-Ville,Schweine,286,584,2.04
12839,Oensingen,Schweine,285,6263,21.98
12638,Muotathal,Schweine,285,3543,12.43
12653,Lungern,Schweine,285,2129,7.47
12514,Root,Schweine,284,4754,16.74
13835,Boulens,Schweine,284,368,1.3
13969,Orny,Schweine,283,370,1.31
14303,Develier,Schweine,282,1408,4.99
12054,Grüningen,Schweine,281,3401,12.1
13807,Lussery-Villars,Schweine,281,460,1.64
12794,Kerzers,Schweine,280,4911,17.54
12146,La Ferrière,Schweine,280,542,1.94
12958,Aesch (BL),Schweine,278,10184,36.63
12051,Dürnten,Schweine,276,7530,27.28
12388,Golaten,Schweine,275,309,1.12
14335,Bure,Schweine,275,685,2.49
13777,Curtilles,Schweine,270,309,1.14
12421,Wattenwil,Schweine,270,2869,10.63
12372,Mirchel,Schweine,267,622,2.33
14347,Vendlincourt,Schweine,267,557,2.09
13538,Schneisingen,Schweine,266,1360,5.11
12276,Heimenhausen,Schweine,266,1099,4.13
13406,Bözberg,Schweine,264,1563,5.92
12506,Gisikon,Schweine,264,1287,4.88
12940,Beinwil (SO),Schweine,263,246,0.94
13045,Reigoldswil,Schweine,263,1591,6.05
12854,Lüterswil-Gächliwil,Schweine,262,327,1.25
12924,Eppenberg-Wöschnau,Schweine,251,325,1.29
13380,Wohlen (AG),Schweine,250,15824,63.3
13771,Avenches,Schweine,243,4166,17.14
12111,Dinhard,Schweine,240,1534,6.39
12916,Oberdorf (SO),Schweine,240,1685,7.02
12263,Schwarzhäusern,Schweine,240,506,2.11
12778,Treyvaux,Schweine,238,1449,6.09
13079,Trasadingen,Schweine,236,603,2.56
12415,Reutigen,Schweine,231,988,4.28
12892,Halten,Schweine,230,873,3.8
13472,Bettwil,Schweine,230,617,2.68
12824,Châtel-Saint-Denis,Schweine,228,6528,28.63
14342,Fahy,Schweine,227,365,1.61
13539,Siglistorf,Schweine,225,636,2.83
13580,Wagenhausen,Schweine,225,1661,7.38
12658,Beckenried,Schweine,225,3567,15.85
13412,Dürrenäsch,Schweine,222,1213,5.46
12636,Lauerz,Schweine,222,1067,4.81
12731,Botterens,Schweine,220,569,2.59
13287,Breil/Brigels,Schweine,220,1263,5.74
14209,Visp,Schweine,220,7726,35.12
13100,Rehetobel,Schweine,220,1773,8.06
12115,Hettlingen,Schweine,218,3168,14.53
13789,Ropraz,Schweine,216,439,2.03
12730,Pont-en-Ogoz,Schweine,211,1801,8.54
12396,Guggisberg,Schweine,210,1586,7.55
13177,Wildhaus-Alt St. Johann,Schweine,208,2667,12.82
12382,Oberhünigen,Schweine,208,318,1.53
14315,Val Terbi,Schweine,206,2641,12.82
14339,Courgenay,Schweine,205,2295,11.2
12947,Kleinlützel,Schweine,205,1255,6.12
12552,Sursee,Schweine,204,9621,47.16
12116,Neftenbach,Schweine,203,5564,27.41
12710,Billens-Hennens,Schweine,203,729,3.59
12901,Subingen,Schweine,202,3102,15.36
13422,Schöftland,Schweine,200,4239,21.2
13028,Wintersingen,Schweine,200,609,3.04
14345,Lugnez,Schweine,200,182,0.91
12465,Erlenbach im Simmental,Schweine,199,1718,8.63
13415,Leimbach (AG),Schweine,198,475,2.4
13646,Faido,Schweine,197,2978,15.12
13525,Endingen,Schweine,197,2584,13.12
12249,Bleienbach,Schweine,197,695,3.53
12397,Rüschegg,Schweine,196,1617,8.25
12420,Uttigen,Schweine,196,1959,9.99
13362,Berikon,Schweine,194,4663,24.04
13856,Sainte-Croix,Schweine,192,4912,25.58
12509,Horw,Schweine,192,13884,72.31
12088,Pfäffikon,Schweine,191,11774,61.64
12907,Bettlach,Schweine,191,4905,25.68
12302,Kernenried,Schweine,191,539,2.82
12243,Walperswil,Schweine,188,981,5.22
13027,Wenslingen,Schweine,186,709,3.81
13305,Domleschg,Schweine,184,1954,10.62
12153,Sonvilier,Schweine,184,1266,6.88
13160,Quarten,Schweine,182,2873,15.79
13371,Oberlunkhofen,Schweine,181,1978,10.93
13452,Hallwil,Schweine,180,872,4.84
12377,Oppligen,Schweine,180,654,3.63
12510,Kriens,Schweine,179,27110,151.45
12364,Freimettigen,Schweine,178,484,2.72
13149,Buchs (SG),Schweine,178,12531,70.4
13104,Wolfhalden,Schweine,177,1838,10.38
12239,Jens,Schweine,175,676,3.86
13915,Cheseaux-sur-Lausanne,Schweine,172,4366,25.38
12433,Oberlangenegg,Schweine,172,475,2.76
14336,Coeuve,Schweine,172,732,4.26
12417,Burgistein,Schweine,171,1070,6.26
11981,Buch am Irchel,Schweine,170,957,5.63
13833,Montilliez,Schweine,168,1694,10.08
12253,Lotzwil,Schweine,166,2557,15.4
12626,Reichenburg,Schweine,165,3566,21.61
12406,Lohnstorf,Schweine,165,229,1.39
12946,Himmelried,Schweine,163,926,5.68
12939,Bärschwil,Schweine,162,817,5.04
12930,Olten,Schweine,160,18166,113.54
11975,Stallikon,Schweine,160,3646,22.79
12430,Homberg,Schweine,158,511,3.23
13051,Löhningen,Schweine,155,1444,9.32
12468,Wimmis,Schweine,154,2463,15.99
13151,Grabs,Schweine,153,6884,44.99
12644,Steinen,Schweine,153,3358,21.95
12594,Bürglen (UR),Schweine,152,4021,26.45
14351,La Baroche,Schweine,151,1212,8.03
12291,Wolfisberg,Schweine,151,184,1.22
12763,Ependes (FR),Schweine,151,1117,7.4
14344,Grandfontaine,Schweine,150,397,2.65
13382,Islisberg,Schweine,150,632,4.21
14116,Leuk,Schweine,150,3947,26.31
13778,Dompierre (VD),Schweine,146,242,1.66
13332,Unterentfelden,Schweine,144,4102,28.49
13555,Uttwil,Schweine,144,1858,12.9
12727,La Folliaz,Schweine,144,971,6.74
12393,Münchenwiler,Schweine,143,495,3.46
12844,Gänsbrunnen,Schweine,143,91,0.64
13832,Vuarrens,Schweine,142,988,6.96
13926,Forel (Lavaux),Schweine,141,2075,14.72
14325,Muriaux,Schweine,141,504,3.57
13231,Malans,Schweine,140,2310,16.5
13001,Ziefen,Schweine,140,1542,11.01
13385,Birr,Schweine,139,4522,32.53
12686,Zug,Schweine,137,29804,217.55
12201,Twann-Tüscherz,Schweine,136,1154,8.49
14277,Meyrin,Schweine,135,23044,170.7
12512,Meggen,Schweine,134,7002,52.25
12120,Seuzach,Schweine,134,7265,54.22
13423,Teufenthal (AG),Schweine,132,1575,11.93
12295,Burgdorf,Schweine,131,16295,124.39
12199,Schwadernau,Schweine,131,673,5.14
12471,Bönigen,Schweine,131,2531,19.32
13378,Villmergen,Schweine,130,7210,55.46
12384,Wichtrach,Schweine,130,4233,32.56
13462,Schafisheim,Schweine,128,3071,23.99
12857,Unterramsern,Schweine,128,207,1.62
13098,Heiden,Schweine,128,4210,32.89
13822,Fey,Schweine,128,697,5.45
12883,Erlinsbach (SO),Schweine,126,3447,27.36
12260,Rohrbach,Schweine,126,1436,11.4
13510,Oftringen,Schweine,126,13511,107.23
13370,Niederwil (AG),Schweine,126,2850,22.62
12438,Teuffenthal (BE),Schweine,123,156,1.27
13219,Rhäzüns,Schweine,122,1463,11.99
13040,Langenbruck,Schweine,121,955,7.89
12641,Rothenthurm,Schweine,121,2375,19.63
12955,Riehen,Schweine,120,20895,174.12
12066,Richterswil,Schweine,120,13352,111.27
12903,Drei Höfe,Schweine,120,731,6.09
14334,Bonfol,Schweine,118,665,5.64
12422,Amsoldingen,Schweine,117,802,6.85
12650,Engelberg,Schweine,117,4134,35.33
13343,Künten,Schweine,115,1700,14.78
12139,Zürich,Schweine,115,402762,3502.28
13008,Gelterkinden,Schweine,114,6013,52.75
12358,Wiggiswil,Schweine,113,98,0.87
12400,Gerzensee,Schweine,113,1193,10.56
13240,St. Moritz,Schweine,112,5084,45.39
13129,Rorschacherberg,Schweine,110,7090,64.45
12047,Weiach,Schweine,110,1483,13.48
12307,Mötschwil,Schweine,108,134,1.24
12273,Bettenhausen,Schweine,108,645,5.97
12443,Unterlangenegg,Schweine,108,973,9.01
12062,Hütten,Schweine,106,900,8.49
12683,Steinhausen,Schweine,106,9735,91.84
13526,Fisibach,Schweine,104,458,4.4
12912,Hubersdorf,Schweine,103,742,7.2
13327,Hirschthal,Schweine,102,1584,15.53
12079,Oetwil am See,Schweine,100,4743,47.43
12428,Heimberg,Schweine,100,6691,66.91
13135,Au (SG),Schweine,100,7541,75.41
13060,Bargen (SH),Schweine,100,302,3.02
12361,Biglen,Schweine,100,1749,17.49
13073,Hemishofen,Schweine,99,472,4.77
14307,Movelier,Schweine,98,391,3.99
13519,Zofingen,Schweine,98,11560,117.96
13093,Speicher,Schweine,97,4227,43.58
12612,Einsiedeln,Schweine,96,15361,160.01
13158,Mels,Schweine,95,8605,90.58
12278,Inkwil,Schweine,95,617,6.49
12427,Heiligenschwendi,Schweine,94,691,7.35
12283,Rumisberg,Schweine,92,479,5.21
14309,Rebeuvelier,Schweine,90,379,4.21
13354,Untersiggenthal,Schweine,90,7224,80.27
14105,Ayent,Schweine,89,3935,44.21
14327,Saignelégier,Schweine,89,2556,28.72
12835,Kestenholz,Schweine,88,1795,20.4
13017,Oltingen,Schweine,88,486,5.52
12497,Schattenhalb,Schweine,86,585,6.8
13159,Pfäfers,Schweine,85,1572,18.49
13458,Möriken-Wildegg,Schweine,84,4394,52.31
12729,Haut-Intyamon,Schweine,84,1541,18.35
13512,Rothrist,Schweine,84,8853,105.39
12437,Steffisburg,Schweine,84,15783,187.89
13393,Lupfig,Schweine,83,2373,28.59
13497,Wallbach,Schweine,81,1920,23.7
12250,Busswil bei Melchnau,Schweine,81,185,2.28
12887,Bolken,Schweine,80,590,7.38
12457,Aeschi bei Spiez,Schweine,78,2232,28.62
12479,Hofstetten bei Brienz,Schweine,77,538,6.99
13358,Würenlos,Schweine,74,6336,85.62
12059,Wetzikon (ZH),Schweine,73,24640,337.53
13162,Vilters-Wangs,Schweine,71,4738,66.73
13410,Birrwil,Schweine,69,1186,17.19
14310,Rossemaison,Schweine,68,653,9.6
13037,Eptingen,Schweine,66,520,7.88
12881,Winznau,Schweine,66,1827,27.68
13257,San Vittore,Schweine,65,788,12.12
13065,Rüdlingen,Schweine,65,749,11.52
13731,Castel San Pietro,Schweine,64,2131,33.3
14222,La Chaux-de-Fonds,Schweine,63,38965,618.49
12919,Selzach,Schweine,62,3397,54.79
12097,Egg,Schweine,61,8405,137.79
12159,Champoz,Schweine,61,159,2.61
13335,Bellikon,Schweine,60,1549,25.82
12694,Lully (FR),Schweine,60,1163,19.38
12524,Ermensee,Schweine,60,955,15.92
12266,Wynau,Schweine,60,1637,27.28
12850,Welschenrohr,Schweine,60,1082,18.03
12444,Wachseldorn,Schweine,60,233,3.88
11970,Maschwanden,Schweine,60,626,10.43
12004,Bassersdorf,Schweine,57,11616,203.79
12378,Rubigen,Schweine,57,2994,52.53
12231,Siselen,Schweine,57,571,10.02
12238,Hermrigen,Schweine,56,312,5.57
12274,Farnern,Schweine,56,208,3.71
13946,Féchy,Schweine,55,892,16.22
14254,Bernex,Schweine,55,10045,182.64
12888,Deitingen,Schweine,55,2224,40.44
12605,Silenen,Schweine,54,2045,37.87
12237,Hagneck,Schweine,52,413,7.94
12142,Corgémont,Schweine,52,1669,32.1
12390,Kriechenwil,Schweine,50,421,8.42
13647,Giornico,Schweine,49,879,17.94
12672,Glarus Süd,Schweine,48,9575,199.48
13446,Ammerswil,Schweine,48,690,14.38
12383,Allmendingen,Schweine,48,577,12.02
12258,Reisiswil,Schweine,47,185,3.94
12673,Glarus,Schweine,45,12515,278.11
12456,Adelboden,Schweine,45,3370,74.89
13136,Balgach,Schweine,44,4598,104.5
11987,Andelfingen,Schweine,44,2224,50.55
12235,Bühl,Schweine,44,438,9.95
14138,Collombey-Muraz,Schweine,44,8863,201.43
12508,Honau,Schweine,44,363,8.25
12810,Plaffeien,Schweine,43,3566,82.93
12460,Kandersteg,Schweine,43,1283,29.84
13636,Sant'Antonino,Schweine,42,2452,58.38
13883,Le Chenit,Schweine,42,4670,111.19
12645,Steinerberg,Schweine,40,916,22.9
12371,Linden,Schweine,40,1287,32.17
12103,Uster,Schweine,39,34319,879.97
12866,Hofstetten-Flüh,Schweine,38,3183,83.76
13704,Mezzovico-Vira,Schweine,37,1375,37.16
12213,Arch,Schweine,37,1540,41.62
12224,Erlach,Schweine,37,1450,39.19
13928,Puidoux,Schweine,37,2863,77.38
13507,Kölliken,Schweine,36,4336,120.44
13776,Chavannes-sur-Moudon,Schweine,36,223,6.19
12123,Zell (ZH),Schweine,34,5756,169.29
12395,Wileroltigen,Schweine,34,372,10.94
14276,Meinier,Schweine,33,2146,65.03
13023,Sissach,Schweine,33,6733,204.03
12009,Freienstein-Teufen,Schweine,32,2342,73.19
12416,Stocken-Höfen,Schweine,32,992,31.0
12847,Laupersdorf,Schweine,32,1729,54.03
13772,Cudrefin,Schweine,31,1557,50.23
13293,Obersaxen Mundaun,Schweine,31,1147,37.0
12842,Aedermannsdorf,Schweine,31,556,17.94
13515,Strengelbach,Schweine,30,4669,155.63
13638,Acquarossa,Schweine,30,1850,61.67
12845,Herbetswil,Schweine,30,541,18.03
12057,Seegräben,Schweine,30,1443,48.1
12846,Holderbank (SO),Schweine,28,664,23.71
12983,Roggenburg,Schweine,27,281,10.41
12005,Bülach,Schweine,27,19611,726.33
14060,Château-d'Oex,Schweine,26,3474,133.62
13529,Klingnau,Schweine,26,3340,128.46
13708,Muzzano,Schweine,26,804,30.92
12046,Steinmaur,Schweine,25,3464,138.56
12482,Lauterbrunnen,Schweine,25,2406,96.24
12401,Jaberg,Schweine,25,270,10.8
12454,Saanen,Schweine,24,6882,286.75
13285,Ilanz/Glion,Schweine,24,4736,197.33
12980,Laufen,Schweine,23,5535,240.65
14161,Mörel-Filet,Schweine,23,681,29.61
13064,Neuhausen am Rheinfall,Schweine,23,10407,452.48
13938,Jorat-Mézières,Schweine,23,2815,122.39
14020,Duillier,Schweine,21,1070,50.95
14123,Turtmann-Unterems,Schweine,20,1108,55.4
14343,Fontenais,Schweine,20,1686,84.3
12431,Horrenbach-Buchen,Schweine,20,236,11.8
12149,Renan (BE),Schweine,20,905,45.25
12995,Lausen,Schweine,20,5054,252.7
13208,Brusio,Schweine,19,1122,59.05
14080,Termen,Schweine,19,891,46.89
14023,Genolier,Schweine,18,1930,107.22
13211,Zernez,Schweine,18,1540,85.56
12112,Ellikon an der Thur,Schweine,18,891,49.5
13394,Mandach,Schweine,18,344,19.11
13910,Villars-Epeney,Schweine,17,105,6.18
12150,Romont (BE),Schweine,17,195,11.47
12701,Surpierre,Schweine,16,712,44.5
12161,Court,Schweine,16,1408,88.0
12434,Pohlern,Schweine,15,257,17.13
13588,Kreuzlingen,Schweine,15,21560,1437.33
13506,Kirchleerau,Schweine,15,853,56.87
13740,Breggia,Schweine,15,2059,137.27
12076,Küsnacht (ZH),Schweine,15,14192,946.13
13275,Grüsch,Schweine,15,2049,136.6
11998,Truttikon,Schweine,15,469,31.27
13522,Böbikon,Schweine,14,170,12.14
12466,Oberwil im Simmental,Schweine,14,799,57.07
12602,Schattdorf,Schweine,14,5248,374.86
13271,Klosters-Serneus,Schweine,14,4476,319.71
13679,Arogno,Schweine,14,1004,71.71
12703,Les Montets,Schweine,14,1423,101.64
14317,Le Bémont (JU),Schweine,14,314,22.43
13213,Scuol,Schweine,12,4638,386.5
13156,Bad Ragaz,Schweine,12,5874,489.5
13994,Saint-Prex,Schweine,12,5687,473.92
12214,Büetigen,Schweine,12,859,71.58
12870,Seewen,Schweine,12,1017,84.75
14230,Le Locle,Schweine,12,10433,869.42
13830,Saint-Barthélemy (VD),Schweine,12,778,64.83
13441,Wittnau,Schweine,12,1255,104.58
13212,Samnaun,Schweine,12,758,63.17
14251,Avusy,Schweine,12,1405,117.08
12099,Greifensee,Schweine,12,5381,448.42
13521,Baldingen,Schweine,12,275,22.92
13517,Vordemwald,Schweine,11,1942,176.55
12436,Sigriswil,Schweine,11,4759,432.64
12629,Vorderthal,Schweine,11,1016,92.36
13841,Bonvillars,Schweine,11,493,44.82
12789,Fräschels,Schweine,11,461,41.91
13734,Mendrisio,Schweine,11,15110,1373.64
13640,Serravalle,Schweine,11,2101,191.0
13722,Torricella-Taverne,Schweine,10,3066,306.6
12200,Sutz-Lattrigen,Schweine,10,1390,139.0
12598,Gurtnellen,Schweine,10,563,56.3
12922,Däniken,Schweine,10,2776,277.6
13880,Vaulion,Schweine,10,492,49.2
12462,Reichenbach im Kandertal,Schweine,10,3604,360.4
12458,Frutigen,Schweine,10,6894,689.4
12893,Horriwil,Schweine,10,870,87.0
12755,Arconciel,Schweine,10,913,91.3
13209,Poschiavo,Schweine,10,3534,353.4
14261,Choulex,Schweine,10,1115,111.5
14297,Châtillon (JU),Schweine,10,483,48.3
11985,Flaach,Schweine,10,1362,136.2
12105,Wangen-Brüttisellen,Schweine,10,7860,786.0
13530,Koblenz,Schweine,10,1632,163.2
12608,Unterschächen,Schweine,9,710,78.89
13214,Valsot,Schweine,9,876,97.33
12805,Brünisried,Schweine,9,648,72.0
12124,Elgg,Schweine,9,4323,480.33
13461,Rupperswil,Schweine,8,5388,673.5
14118,Oberems,Schweine,8,123,15.38
12882,Wisen (SO),Schweine,8,403,50.38
14185,Anniviers,Schweine,8,2719,339.88
14210,Visperterminen,Schweine,8,1363,170.38
14215,Boudry,Schweine,8,5846,730.75
12646,Unteriberg,Schweine,8,2365,295.62
12166,Moutier,Schweine,8,7586,948.25
13818,Cugy (VD),Schweine,8,2730,341.25
14266,Corsier (GE),Schweine,8,2029,253.62
14291,Versoix,Schweine,8,13247,1655.88
13996,Vaux-sur-Morges,Schweine,8,199,24.88
12981,Liesberg,Schweine,8,1131,141.38
12992,Füllinsdorf,Schweine,8,4404,550.5
13763,Ollon,Schweine,8,7503,937.88
12600,Isenthal,Schweine,8,503,62.88
13264,Tschiertschen-Praden,Schweine,8,327,40.88
12607,Spiringen,Schweine,7,834,119.14
13632,Bellinzona,Schweine,7,42901,6128.71
13144,Marbach (SG),Schweine,7,2095,299.29
13885,Belmont-sur-Yverdon,Schweine,7,368,52.57
14219,Rochefort,Schweine,7,1237,176.71
12948,Meltingen,Schweine,7,663,94.71
12614,Gersau,Schweine,7,2260,322.86
13255,Grono,Schweine,7,1340,191.43
13321,Aarau,Schweine,6,21036,3506.0
12811,Plasselb,Schweine,6,1040,173.33
12012,Höri,Schweine,6,2706,451.0
13745,Bosco/Gurin,Schweine,6,55,9.17
13870,Lignerolle,Schweine,6,405,67.5
12517,Vitznau,Schweine,6,1339,223.17
14295,Boécourt,Schweine,6,916,152.67
14189,Grimisuat,Schweine,6,3279,546.5
12453,Lauenen,Schweine,6,835,139.17
12925,Fulenbach,Schweine,6,1742,290.33
14299,Courrendlin,Schweine,6,2882,480.33
14075,Brig-Glis,Schweine,6,13158,2193.0
12129,Dietikon,Schweine,6,27076,4512.67
13721,Capriasca,Schweine,6,6603,1100.5
12959,Allschwil,Schweine,6,20695,3449.17
13016,Nusshof,Schweine,5,257,51.4
12154,Tramelan,Schweine,5,4565,913.0
13030,Zeglingen,Schweine,5,485,97.0
13931,Savigny,Schweine,5,3312,662.4
12155,Villeret,Schweine,5,932,186.4
13733,Coldrerio,Schweine,5,2892,578.4
13634,Isone,Schweine,5,384,76.8
14248,Aire-la-Ville,Schweine,5,1163,232.6
12448,Boltigen,Schweine,5,1294,258.8
13705,Miglieglia,Schweine,5,308,61.6
12164,Grandval,Schweine,5,387,77.4
13660,Lavertezzo,Schweine,5,1318,263.6
13399,Rüfenach,Schweine,4,869,217.25
14110,Mont-Noble,Schweine,4,1056,264.0
14029,Nyon,Schweine,4,20272,5068.0
12093,Illnau-Effretikon,Schweine,4,16796,4199.0
14151,Ausserberg,Schweine,4,622,155.5
12875,Lostorf,Schweine,4,3942,985.5
12869,Rodersdorf,Schweine,4,1313,328.25
13201,Vaz/Obervaz,Schweine,4,2716,679.0
14223,Les Planchettes,Schweine,4,205,51.25
13203,Schmitten (GR),Schweine,4,245,61.25
13204,Albula/Alvra,Schweine,4,1331,332.75
14328,Saint-Brais,Schweine,4,228,57.0
13215,Val Müstair,Schweine,4,1538,384.5
12125,Wiesendangen,Schweine,4,6296,1574.0
14318,Les Bois,Schweine,4,1219,304.75
13359,Ehrendingen,Schweine,4,4775,1193.75
12109,Dägerlen,Schweine,4,999,249.75
13816,Bottens,Schweine,4,1245,311.25
13727,Alto Malcantone,Schweine,4,1414,353.5
12041,Regensdorf,Schweine,4,18191,4547.75
13454,Holderbank (AG),Schweine,4,1178,294.5
12056,Rüti (ZH),Schweine,4,12086,3021.5
12927,Gunzgen,Schweine,4,1659,414.75
13499,Zeiningen,Schweine,4,2278,569.5
12917,Riedholz,Schweine,4,2296,574.0
12035,Niederhasli,Schweine,4,9195,2298.75
13742,Biasca,Schweine,4,6176,1544.0
12183,Biel/Bienne,Schweine,4,54456,13614.0
13038,Hölstein,Schweine,3,2457,819.0
13043,Niederdorf,Schweine,3,1825,608.33
13283,Vals,Schweine,3,984,328.0
13286,Safiental,Schweine,3,897,299.0
13817,Bretigny-sur-Morrens,Schweine,3,818,272.67
13046,Titterten,Schweine,3,408,136.0
13165,Amden,Schweine,3,1793,597.67
13217,Bonaduz,Schweine,3,3229,1076.33
13288,Disentis/Mustér,Schweine,3,2098,699.33
13301,Masein,Schweine,3,478,159.33
13222,Tamins,Schweine,3,1201,400.33
11972,Obfelden,Schweine,3,5131,1710.33
12419,Seftigen,Schweine,3,2194,731.33
13867,Les Clées,Schweine,3,176,58.67
12063,Kilchberg (ZH),Schweine,3,8380,2793.33
14305,Mervelier,Schweine,3,490,163.33
13767,Roche (VD),Schweine,3,1625,541.67
12969,Pfeffingen,Schweine,3,2363,787.67
14061,Rossinière,Schweine,3,544,181.33
12732,Broc,Schweine,3,2632,877.33
13919,Le Mont-sur-Lausanne,Schweine,3,7888,2629.33
12472,Brienz (BE),Schweine,3,3080,1026.67
12152,Sonceboz-Sombeval,Schweine,3,1922,640.67
13970,Pampigny,Schweine,3,1118,372.67
13875,Rances,Schweine,3,472,157.33
13386,Birrhard,Schweine,3,695,231.67
12937,Solothurn,Schweine,3,16697,5565.67
13899,Montagny-près-Yverdon,Schweine,3,734,244.67
13314,Lohn (GR),Schweine,2,44,22.0
13949,Montherod,Schweine,2,515,257.5
13513,Safenwil,Schweine,2,3740,1870.0
13313,Donat,Schweine,2,214,107.0
14086,Nendaz,Schweine,2,6476,3238.0
13322,Biberstein,Schweine,2,1545,772.5
13961,Ferreyres,Schweine,2,316,158.0
13749,Linescio,Schweine,2,45,22.5
13444,Mettauertal,Schweine,2,1933,966.5
13642,Airolo,Schweine,2,1526,763.0
13639,Blenio,Schweine,2,1816,908.0
13966,Moiry,Schweine,2,304,152.0
12402,Kaufdorf,Schweine,2,1066,533.0
13405,Windisch,Schweine,2,7492,3746.0
13284,Lumnezia,Schweine,2,2068,1034.0
13988,Lully (VD),Schweine,2,787,393.5
13736,Novazzano,Schweine,2,2398,1199.0
13282,Schluein,Schweine,2,624,312.0
14346,Porrentruy,Schweine,2,6876,3438.0
11968,Kappel am Albis,Schweine,2,1110,555.0
13274,Luzein,Schweine,2,1550,775.0
14308,Pleigne,Schweine,2,344,172.0
14098,Ernen,Schweine,2,509,254.5
12074,Herrliberg,Schweine,2,6300,3150.0
12128,Birmensdorf (ZH),Schweine,2,6313,3156.5
13691,Croglio,Schweine,2,875,437.5
14201,Saas-Balen,Schweine,2,366,183.0
13456,Lenzburg,Schweine,2,9503,4751.5
12050,Bubikon,Schweine,2,7115,3557.5
13355,Wettingen,Schweine,2,20535,10267.5
13828,Poliez-Pittet,Schweine,2,844,422.0
13631,Arbedo-Castione,Schweine,2,4944,2472.0
14191,Sion,Schweine,2,34353,17176.5
13435,Münchwilen (AG),Schweine,2,911,455.5
13895,Donneloye,Schweine,2,782,391.0
13813,Assens,Schweine,2,1058,529.0
13788,Corcelles-le-Jorat,Schweine,2,427,213.5
12374,Niederhünigen,Schweine,2,612,306.0
13350,Remetschwil,Schweine,2,2104,1052.0
13347,Niederrohrdorf,Schweine,2,3747,1873.5
13801,Valbroye,Schweine,2,2962,1481.0
13945,Bougy-Villars,Schweine,2,472,236.0
13384,Auenstein,Schweine,2,1584,792.0
11997,Trüllikon,Schweine,2,1064,532.0
11996,Thalheim an der Thur,Schweine,2,919,459.5
14289,Vandoeuvres,Schweine,2,2521,1260.5
13864,Bofflens,Schweine,2,188,94.0
13667,Ronco sopra Ascona,Schweine,2,603,301.5
11963,Aeugst am Albis,Schweine,2,1977,988.5
12451,Zweisimmen,Schweine,2,3035,1517.5
12997,Lupsingen,Schweine,2,1405,702.5
12595,Erstfeld,Schweine,2,3765,1882.5
12449,Lenk,Schweine,2,2358,1179.0
12639,Oberiberg,Schweine,2,885,442.5
13044,Oberdorf (BL),Schweine,2,2430,1215.0
13062,Buchberg,Schweine,2,823,411.5
13042,Liedertswil,Schweine,2,166,83.0
12664,Hergiswil (NW),Schweine,2,5682,2841.0
12609,Wassen,Schweine,2,441,220.5
12440,Thun,Schweine,2,43568,21784.0
12634,Illgau,Schweine,2,794,397.0
12943,Erschwil,Schweine,2,906,453.0
12439,Thierachern,Schweine,2,2426,1213.0
13230,Maienfeld,Schweine,2,2835,1417.5
12704,Delley-Portalban,Schweine,2,1086,543.0
12993,Giebenach,Schweine,2,1039,519.5
13220,Felsberg,Schweine,2,2547,1273.5
12989,Augst,Schweine,2,1001,500.5
12990,Bubendorf,Schweine,2,4401,2200.5
12617,Freienbach,Schweine,2,16196,8098.0
12840,Wolfwil,Schweine,2,2144,1072.0
12624,Innerthal,Schweine,2,193,96.5
12965,Ettingen,Schweine,2,5041,2520.5
13258,Calanca,Schweine,2,192,96.0
14003,Longirod,Schweine,1,458,458.0
13756,Bex,Schweine,1,7608,7608.0
12119,Schlatt (ZH),Schweine,1,745,745.0
12977,Dittingen,Schweine,1,740,740.0
12661,Emmetten,Schweine,1,1384,1384.0
14175,Chalais,Schweine,1,3466,3466.0
14107,Hérémence,Schweine,1,1377,1377.0
13682,Bedigliora,Schweine,1,644,644.0
14211,Zeneggen,Schweine,1,280,280.0
13976,Bremblens,Schweine,0,517,inf
13997,Villars-sous-Yens,Schweine,0,594,inf
13992,Reverolle,Schweine,0,371,inf
13965,Mauraz,Schweine,0,53,inf
13964,L'Isle,Schweine,0,1031,inf
13963,Grancy,Schweine,0,408,inf
